Strain,Value,Country
HCOV-19_GUANGZHOU_20200225_EPI_ISL_414692,0.857446162549142,Iceland
HCOV-19_GUANGDONG_20200131_EPI_ISL_413857,0.85755833994026,Iceland
HCOV-19_ENGLAND_20200324_EPI_ISL_418304,0.858029352020752,Iceland
HCOV-19_HANGZHOU_20200122_EPI_ISL_418503,0.858551353809689,Iceland
HCOV-19_SHANGHAI_20200202_EPI_ISL_416397,0.859693195815226,Iceland
HCOV-19_SHANGHAI_20200202_EPI_ISL_416401,0.860485999040293,Iceland
HCOV-19_WUHAN_20200101_EPI_ISL_402120,0.861175129442469,Iceland
HCOV-19_WUHAN_20191230_EPI_ISL_403929,0.864215402125512,Iceland
HCOV-19_ENGLAND_20200303_EPI_ISL_416740,0.864847291805755,Iceland
HCOV-19_USA_20200307_EPI_ISL_414589,0.864882459001512,Iceland
HCOV-19_GERMANY_20200311_EPI_ISL_417460,0.865085945711393,India
HCOV-19_BELGIUM_20200324_EPI_ISL_419259,0.865154986263961,India
HCOV-19_WUHAN_20191226_EPI_ISL_406798,0.865840403660173,Ireland
HCOV-19_HANGZHOU_20200124_EPI_ISL_416046,0.866908263478329,Ireland
HCOV-19_SHANGHAI_20200121_EPI_ISL_416389,0.86739670759173,Ireland
HCOV-19_HONGKONG_20200125_EPI_ISL_417178,0.867909790774264,Ireland
HCOV-19_CHINA_202001_EPI_ISL_413693,0.868439512327737,Ireland
HCOV-19_HANGZHOU_20200128_EPI_ISL_416474,0.868472461332937,Ireland
HCOV-19_HANGZHOU_20200204_EPI_ISL_418991,0.869600082165599,Ireland
HCOV-19_HANGZHOU_20200125_EPI_ISL_416044,0.870202270125337,Ireland
HCOV-19_HANGZHOU_20200125_EPI_ISL_415709,0.872158326644194,Ireland
HCOV-19_HANGZHOU_20200126_EPI_ISL_416473,0.872324982423607,Ireland
HCOV-19_SHANGHAI_20200131_EPI_ISL_416390,0.87291855583069,Ireland
HCOV-19_SHANGHAI_20200204_EPI_ISL_416355,0.874277795311056,Ireland
HCOV-19_HANGZHOU_20200202_EPI_ISL_416047,0.87437390939921,Ireland
HCOV-19_AUSTRALIA_20200122_EPI_ISL_408976,0.875357455035314,Italy
HCOV-19_HANGZHOU_20200203_EPI_ISL_416425,0.87573682413567,Italy
HCOV-19_JAPAN_20200129_EPI_ISL_408669,0.876612933696576,Italy
HCOV-19_JAPAN_202001_EPI_ISL_414511,0.876618417695229,Italy
HCOV-19_GUANGZHOU_20200122_EPI_ISL_406533,0.876766518232206,Italy
HCOV-19_SHANGHAI_20200208_EPI_ISL_416363,0.877268088896452,Italy
HCOV-19_SHANGHAI_20200201_EPI_ISL_416361,0.877645233238987,Italy
HCOV-19_SHANGHAI_20200201_EPI_ISL_416387,0.878297539375501,Italy
HCOV-19_AUSTRALIA_20200228_EPI_ISL_418799,0.87894980765216,Italy
HCOV-19_CHINA_20200205_EPI_ISL_412966,0.879166374299014,Italy
HCOV-19_GUANGDONG_20200209_EPI_ISL_413864,0.880332546345442,Italy
HCOV-19_WUHAN_20191230_EPI_ISL_403930,0.88090780210929,Italy
HCOV-19_SOUTHKOREA_202001_EPI_ISL_411929,0.881122572057912,Italy
HCOV-19_GUANGDONG_20200201_EPI_ISL_413863,0.882014394765835,Italy
HCOV-19_SOUTHKOREA_20200206_EPI_ISL_413017,0.88249588057386,Italy
HCOV-19_SOUTHKOREA_20200206_EPI_ISL_413018,0.882956865935503,Italy
HCOV-19_SINGAPORE_20200210_EPI_ISL_418992,0.883071633859979,Italy
HCOV-19_SINGAPORE_20200127_EPI_ISL_410713,0.884441071657987,Italy
HCOV-19_SINGAPORE_20200204_EPI_ISL_410715,0.884488501789138,Italy
HCOV-19_SINGAPORE_20200206_EPI_ISL_410536,0.884636702788163,Italy
HCOV-19_SINGAPORE_20200204_EPI_ISL_410716,0.886286243369442,Italy
HCOV-19_HONGKONG_20200210_EPI_ISL_414528,0.887992237158319,Italy
HCOV-19_HONGKONG_20200130_EPI_ISL_412029,0.888396923356404,Italy
HCOV-19_HONGKONG_20200209_EPI_ISL_417197,0.891050843663803,Japan
HCOV-19_HONGKONG_20200209_EPI_ISL_417193,0.891129018162137,Japan
HCOV-19_HONGKONG_20200208_EPI_ISL_417187,0.891442022291273,Japan
HCOV-19_HONGKONG_20200210_EPI_ISL_419215,0.891932952830821,Japan
HCOV-19_HONGKONG_20200224_EPI_ISL_419247,0.892301286697157,Japan
HCOV-19_HONGKONG_20200219_EPI_ISL_419232,0.892933088402763,Japan
HCOV-19_HONGKONG_20200209_EPI_ISL_418815,0.894243966758555,Japan
HCOV-19_HONGKONG_20200225_EPI_ISL_414517,0.895801642389571,Japan
HCOV-19_HONGKONG_20200212_EPI_ISL_414569,0.895825012954952,Japan
HCOV-19_HONGKONG_20200213_EPI_ISL_419224,0.896342272586508,Japan
HCOV-19_HONGKONG_20200209_EPI_ISL_414527,0.89663329291426,Japan
HCOV-19_HONGKONG_20200209_EPI_ISL_417185,0.896722887980722,Japan
HCOV-19_SHANGHAI_20200202_EPI_ISL_416325,0.897045610815001,Japan
HCOV-19_HONGKONG_20200211_EPI_ISL_419222,0.897945673481532,Japan
HCOV-19_TAIWAN_20200123_EPI_ISL_406031,0.898435399462983,Japan
HCOV-19_SINGAPORE_20200203_EPI_ISL_410714,0.898584356716367,Japan
HCOV-19_FRANCE_20200123_EPI_ISL_410720,0.898765503540069,Japan
HCOV-19_FRANCE_20200128_EPI_ISL_411219,0.898947518818089,Japan
HCOV-19_FRANCE_20200123_EPI_ISL_406597,0.899333476244122,Japan
HCOV-19_FRANCE_20200123_EPI_ISL_406596,0.899427002530754,Japan
HCOV-19_FRANCE_20200128_EPI_ISL_411220,0.899527301551895,Japan
HCOV-19_USA_20200122_EPI_ISL_406036,0.900450146437183,Japan
HCOV-19_SWEDEN_20200207_EPI_ISL_411951,0.901346980078955,Japan
HCOV-19_WUHAN-HU-1_20191231_EPI_ISL_402125,0.901394401782874,Japan
HCOV-19_WUHAN_20191224_EPI_ISL_402123,0.90156673423963,Japan
HCOV-19_SHANGHAI_20200204_EPI_ISL_416353,0.901582237083232,Japan
HCOV-19_WUHAN_20191230_EPI_ISL_402128,0.902235440813234,Japan
HCOV-19_SINGAPORE_20200123_EPI_ISL_406973,0.902860038093019,Japan
HCOV-19_SINGAPORE_20200125_EPI_ISL_407987,0.903602103834668,Japan
HCOV-19_MALAYSIA_20200220_EPI_ISL_416866,0.904020498078015,Japan
HCOV-19_MALAYSIA_20200220_EPI_ISL_416829,0.905951180236952,Japan
HCOV-19_SINGAPORE_20200209_EPI_ISL_410537,0.906405013859906,Japan
HCOV-19_HONGKONG_20200121_EPI_ISL_417064,0.906578998937389,Japan
HCOV-19_GUANGDONG_20200123_EPI_ISL_406538,0.906679145003325,Japan
HCOV-19_USA_20200210_EPI_ISL_411955,0.907395520135355,Japan
HCOV-19_WUHAN_20191230_EPI_ISL_412898,0.907985540734418,Japan
HCOV-19_WUHAN_20191230_EPI_ISL_402127,0.910062846882082,Japan
HCOV-19_SHANGHAI_20200129_EPI_ISL_416324,0.910648561658888,Japan
HCOV-19_SHANGHAI_20200202_EPI_ISL_416398,0.910807059766798,Japan
HCOV-19_FOSHAN_20200122_EPI_ISL_406535,0.911357397406332,Japan
HCOV-19_FOSHAN_20200122_EPI_ISL_406536,0.91165064565255,Japan
HCOV-19_SINGAPORE_20200202_EPI_ISL_410719,0.912267678317137,Japan
HCOV-19_FUJIAN_20200122_EPI_ISL_411066,0.913090102411252,Japan
HCOV-19_VIETNAM_20200122_EPI_ISL_418269,0.913749115363122,Japan
HCOV-19_SHANGHAI_20200202_EPI_ISL_416405,0.913944482869418,Japan
HCOV-19_JIANGSU_20200123_EPI_ISL_411950,0.917048863090533,Japan
HCOV-19_SHANGHAI_20200202_EPI_ISL_416340,0.917256518649954,Japan
HCOV-19_FRANCE_20200129_EPI_ISL_408431,0.917362612886318,Japan
HCOV-19_ICELAND_20200318_EPI_ISL_417616,0.919086201286288,Japan
HCOV-19_HANGZHOU_20200121_EPI_ISL_418442,0.919794748022352,Japan
HCOV-19_IRELAND_20200304_EPI_ISL_414487,0.919871405597727,Japan
HCOV-19_HONGKONG_20200219_EPI_ISL_419231,0.920936188142787,Japan
HCOV-19_AUSTRALIA_20200228_EPI_ISL_413594,0.92118088397128,Japan
HCOV-19_AUSTRALIA_20200228_EPI_ISL_413596,0.921201873526768,Japan
HCOV-19_HANGZHOU_20200120_EPI_ISL_406970,0.921526649046888,Japan
HCOV-19_ENGLAND_20200304_EPI_ISL_414500,0.921715964121756,Japan
HCOV-19_ICELAND_20200315_EPI_ISL_417667,0.922142225952306,Japan
HCOV-19_ENGLAND_20200324_EPI_ISL_418302,0.923016642592882,Japan
HCOV-19_ENGLAND_20200324_EPI_ISL_418307,0.924343682516741,Japan
HCOV-19_ENGLAND_20200309_EPI_ISL_416739,0.924753592561315,Japan
HCOV-19_WALES_20200311_EPI_ISL_416024,0.925483284730878,Japan
HCOV-19_JAPAN_20200215_EPI_ISL_416578,0.926253260457188,Japan
HCOV-19_USA_20200217_EPI_ISL_413613,0.926775344113018,Japan
HCOV-19_CAMBODIA_20200127_EPI_ISL_411902,0.926838002418241,Japan
HCOV-19_SHANGHAI_20200202_EPI_ISL_414510,0.927056239627362,Japan
HCOV-19_GUANGDONG_20200201_EPI_ISL_413861,0.927203933178095,Japan
HCOV-19_SHANGHAI_20200201_EPI_ISL_416367,0.928972524181156,Japan
HCOV-19_USA_20200217_EPI_ISL_413616,0.93070979414218,Japan
HCOV-19_WUHAN_20191230_EPI_ISL_402132,0.932595033801207,Japan
HCOV-19_USA_20200224_EPI_ISL_413622,0.933603763012896,Japan
HCOV-19_NONTHABURI_20200108_EPI_ISL_403962,0.934262829975554,Japan
HCOV-19_CHONGQING_20200121_EPI_ISL_408478,0.935886766349574,Japan
HCOV-19_SINGAPORE_20200129_EPI_ISL_418993,0.936814387285652,Japan
HCOV-19_FUJIAN_20200121_EPI_ISL_411060,0.937151294085911,Japan
HCOV-19_USA_20200119_EPI_ISL_404895,0.938502679401141,Japan
HCOV-19_CANADA_20200310_EPI_ISL_418829,0.938707105555431,Japan
HCOV-19_CANADA_20200311_EPI_ISL_418854,0.938721806230324,Japan
HCOV-19_CANADA_20200310_EPI_ISL_418826,0.940176795803542,Japan
HCOV-19_CANADA_20200302_EPI_ISL_415584,0.941065891722678,Japan
HCOV-19_CANADA_20200309_EPI_ISL_418830,0.941488877116034,Japan
HCOV-19_CANADA_20200310_EPI_ISL_418822,0.941607977023943,Japan
HCOV-19_USA_20200309_EPI_ISL_415596,0.94193064807044,Japan
HCOV-19_USA_20200305_EPI_ISL_415605,0.94210139969287,Japan
HCOV-19_USA_20200228_EPI_ISL_413455,0.942773245079361,Japan
HCOV-19_USA_20200314_EPI_ISL_417361,0.943067845186654,China
HCOV-19_USA_20200311_EPI_ISL_416669,0.943090611133622,China
HCOV-19_USA_20200302_EPI_ISL_417085,0.944856973237947,China
HCOV-19_USA_20200302_EPI_ISL_417081,0.945008551042716,China
HCOV-19_USA_20200314_EPI_ISL_418055,0.947845337129709,China
HCOV-19_USA_20200310_EPI_ISL_416447,0.948292272486112,China
HCOV-19_USA_20200228_EPI_ISL_417158,0.94916337040908,Kuwait
HCOV-19_USA_20200314_EPI_ISL_417449,0.949285902893515,Kuwait
HCOV-19_CANADA_20200312_EPI_ISL_418341,0.950702904056026,Kuwait
HCOV-19_USA_20200302_EPI_ISL_417079,0.951048337436635,Kuwait
HCOV-19_USA_20200229_EPI_ISL_417153,0.951515896204206,Lithuania
HCOV-19_ICELAND_20200317_EPI_ISL_417587,0.951869252776016,Luxembourg
HCOV-19_USA_20200314_EPI_ISL_417500,0.952141024111902,Luxembourg
HCOV-19_AUSTRALIA_20200310_EPI_ISL_417395,0.952404432957849,Luxembourg
HCOV-19_USA_20200316_EPI_ISL_417504,0.95245216119619,Luxembourg
HCOV-19_CANADA_20200311_EPI_ISL_418816,0.952518516326422,Luxembourg
HCOV-19_USA_20200317_EPI_ISL_418864,0.952626244671155,Luxembourg
HCOV-19_USA_20200312_EPI_ISL_417194,0.952732614316947,Luxembourg
HCOV-19_ICELAND_20200311_EPI_ISL_417871,0.952982340058113,Luxembourg
HCOV-19_ICELAND_20200316_EPI_ISL_417618,0.953196574661552,Luxembourg
HCOV-19_ICELAND_20200312_EPI_ISL_417720,0.954760068283722,Luxembourg
HCOV-19_ICELAND_20200316_EPI_ISL_417717,0.955138237365105,Malaysia
HCOV-19_ICELAND_20200312_EPI_ISL_417789,0.955232500820046,Malaysia
HCOV-19_ICELAND_20200318_EPI_ISL_417615,0.955425257316544,Malaysia
HCOV-19_ICELAND_20200312_EPI_ISL_417791,0.958342388148538,Malaysia
HCOV-19_ICELAND_20200317_EPI_ISL_417577,0.958372383868858,Malaysia
HCOV-19_AUSTRALIA_20200311_EPI_ISL_417031,0.958661659758173,Malaysia
HCOV-19_CANADA_20200308_EPI_ISL_418331,0.958668552714113,Malaysia
HCOV-19_CANADA_20200305_EPI_ISL_418330,0.959516598614261,Malaysia
HCOV-19_CANADA_20200311_EPI_ISL_418332,0.960088745324403,Malaysia
HCOV-19_USA_20200313_EPI_ISL_418782,0.961394914628916,Malaysia
HCOV-19_USA_20200313_EPI_ISL_418774,0.962037492517684,Mexico
HCOV-19_USA_20200305_EPI_ISL_413928,0.962489108416266,China
HCOV-19_USA_20200313_EPI_ISL_418773,0.962624230732536,Nepal
HCOV-19_USA_20200313_EPI_ISL_416727,0.962765262233414,Netherlands
HCOV-19_USA_20200301_EPI_ISL_417140,0.963497438525203,Netherlands
HCOV-19_USA_20200301_EPI_ISL_413458,0.964264274378658,Netherlands
HCOV-19_USA_20200228_EPI_ISL_417156,0.964640296615184,Netherlands
HCOV-19_USA_20200229_EPI_ISL_417151,0.965250059458026,Netherlands
HCOV-19_USA_20200313_EPI_ISL_417367,0.96532622792446,Netherlands
HCOV-19_USA_20200321_EPI_ISL_418903,0.965908937317293,Netherlands
HCOV-19_USA_20200305_EPI_ISL_417126,0.966408792614008,Netherlands
HCOV-19_USA_20200228_EPI_ISL_417150,0.966825829552762,Netherlands
HCOV-19_USA_20200228_EPI_ISL_417149,0.967054709023723,Netherlands
HCOV-19_USA_20200228_EPI_ISL_417148,0.970244292620551,Netherlands
HCOV-19_USA_20200306_EPI_ISL_414592,0.970366587024403,Netherlands
HCOV-19_USA_20200313_EPI_ISL_417964,0.970745773289335,Netherlands
HCOV-19_USA_20200316_EPI_ISL_418047,0.971467728095367,Netherlands
HCOV-19_USA_20200321_EPI_ISL_418892,0.971951921024539,Netherlands
HCOV-19_USA_20200305_EPI_ISL_417123,0.972796586826541,Netherlands
HCOV-19_USA_20200310_EPI_ISL_415594,0.972873535751955,Netherlands
HCOV-19_USA_20200310_EPI_ISL_416436,0.974301066072795,Netherlands
HCOV-19_AUSTRALIA_20200315_EPI_ISL_416514,0.97454581974922,Netherlands
HCOV-19_USA_20200303_EPI_ISL_413563,0.975873982832051,Netherlands
HCOV-19_USA_20200303_EPI_ISL_417115,0.97702462429381,Netherlands
HCOV-19_USA_20200305_EPI_ISL_417133,0.977096567214093,Netherlands
HCOV-19_USA_20200312_EPI_ISL_416662,0.977890952273568,Netherlands
HCOV-19_USA_20200311_EPI_ISL_416659,0.977988932219404,Netherlands
HCOV-19_CANADA_20200311_EPI_ISL_418841,0.978532158825222,Netherlands
HCOV-19_USA_20200229_EPI_ISL_417143,0.978894553544937,Netherlands
HCOV-19_USA_20200229_EPI_ISL_417142,0.979791804736999,Netherlands
HCOV-19_USA_20200311_EPI_ISL_416652,0.980120260170736,Netherlands
HCOV-19_USA_20200308_EPI_ISL_415615,0.980544032948473,Netherlands
HCOV-19_USA_20200313_EPI_ISL_417368,0.982058699783856,Netherlands
HCOV-19_USA_20200312_EPI_ISL_416664,0.982580914002478,Netherlands
HCOV-19_USA_20200309_EPI_ISL_415621,0.982833126581382,Netherlands
HCOV-19_USA_20200228_EPI_ISL_417147,0.983065409751171,Netherlands
HCOV-19_USA_20200310_EPI_ISL_416442,0.984076737552225,Netherlands
HCOV-19_USA_20200315_EPI_ISL_416715,0.984312565952129,Netherlands
HCOV-19_USA_20200302_EPI_ISL_417087,0.98432165698632,Netherlands
HCOV-19_USA_20200305_EPI_ISL_417103,0.984603548838199,Netherlands
HCOV-19_USA_20200305_EPI_ISL_417107,0.98490655235675,Netherlands
HCOV-19_USA_20200227_EPI_ISL_417096,0.985847920437567,Netherlands
HCOV-19_USA_20200311_EPI_ISL_416654,0.986249641649156,Netherlands
HCOV-19_USA_20200228_EPI_ISL_417093,0.987571225165422,Netherlands
HCOV-19_CANADA_20200312_EPI_ISL_418847,0.988182653138249,Netherlands
HCOV-19_USA_20200313_EPI_ISL_416703,0.989191805412617,Netherlands
HCOV-19_USA_20200303_EPI_ISL_417071,0.990619914539023,Netherlands
HCOV-19_USA_20200313_EPI_ISL_416700,0.991723973748127,Netherlands
HCOV-19_USA_20200303_EPI_ISL_417066,0.99185003086577,Netherlands
HCOV-19_USA_20200229_EPI_ISL_417172,0.991964651230527,Netherlands
HCOV-19_USA_20200309_EPI_ISL_415619,0.992021046619321,Netherlands
HCOV-19_USA_20200304_EPI_ISL_417102,0.992303044782943,Netherlands
HCOV-19_USA_20200303_EPI_ISL_417110,0.992533501607897,Netherlands
HCOV-19_USA_20200301_EPI_ISL_417086,0.99255360973416,Netherlands
HCOV-19_USA_20200310_EPI_ISL_415603,0.994039140143321,Netherlands
HCOV-19_USA_20200316_EPI_ISL_418046,0.994343009735626,Netherlands
HCOV-19_USA_20200305_EPI_ISL_417124,0.994445743164473,Netherlands
HCOV-19_USA_20200305_EPI_ISL_414595,0.995618556005419,Netherlands
HCOV-19_USA_20200314_EPI_ISL_417448,0.996064363292888,Netherlands
HCOV-19_USA_20200310_EPI_ISL_416439,0.997041279501708,Netherlands
HCOV-19_USA_20200229_EPI_ISL_413457,0.998001686672331,Netherlands
HCOV-19_USA_20200312_EPI_ISL_416637,0.998848733960319,Netherlands
HCOV-19_USA_20200323_EPI_ISL_418187,0.999689963739638,Netherlands
