Sample	Lineage
HCOV-19_BELGIUM_20200318_EPI_ISL_420362	B.1
HCOV-19_BELGIUM_20200319_EPI_ISL_418634	B.1
HCOV-19_BELGIUM_20200319_EPI_ISL_418635	B.1
HCOV-19_BELGIUM_20200319_EPI_ISL_418640	B.1
HCOV-19_BELGIUM_20200319_EPI_ISL_420364	B
HCOV-19_BELGIUM_20200319_EPI_ISL_420365	B
HCOV-19_BELGIUM_20200319_EPI_ISL_420369	B.2
HCOV-19_BELGIUM_20200319_EPI_ISL_420370	B.1
HCOV-19_BELGIUM_20200320_EPI_ISL_420357	B.1
HCOV-19_BELGIUM_20200320_EPI_ISL_420363	B.1
HCOV-19_BELGIUM_20200321_EPI_ISL_418645	B.1
HCOV-19_BELGIUM_20200322_EPI_ISL_418648	B.1
HCOV-19_BELGIUM_20200322_EPI_ISL_418650	B.1
HCOV-19_BELGIUM_20200322_EPI_ISL_418651	B.1
HCOV-19_BELGIUM_20200322_EPI_ISL_418653	B.1
HCOV-19_BELGIUM_20200322_EPI_ISL_418656	B.1
HCOV-19_BELGIUM_20200322_EPI_ISL_418657	B.1
HCOV-19_BELGIUM_20200322_EPI_ISL_418659	B.1
HCOV-19_BELGIUM_20200322_EPI_ISL_418663	B.1
HCOV-19_BELGIUM_20200323_EPI_ISL_420371	B.2
HCOV-19_BELGIUM_20200323_EPI_ISL_420372	B.1
HCOV-19_BELGIUM_20200323_EPI_ISL_420373	B.1
HCOV-19_BELGIUM_20200323_EPI_ISL_420386	B.1
HCOV-19_BELGIUM_20200323_EPI_ISL_420397	B.1
HCOV-19_BELGIUM_20200323_EPI_ISL_420411	B.1
HCOV-19_BELGIUM_20200323_EPI_ISL_420432	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_419259	B.11
HCOV-19_BELGIUM_20200324_EPI_ISL_419266	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420374	B.2
HCOV-19_BELGIUM_20200324_EPI_ISL_420376	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420377	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420378	B.11
HCOV-19_BELGIUM_20200324_EPI_ISL_420382	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420383	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420387	B.2
HCOV-19_BELGIUM_20200324_EPI_ISL_420388	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420391	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420392	B.2
HCOV-19_BELGIUM_20200324_EPI_ISL_420395	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420401	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420407	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420408	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420417	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420425	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420431	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420433	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_420434	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_425048	B.11
HCOV-19_BELGIUM_20200324_EPI_ISL_425050	B.1
HCOV-19_BELGIUM_20200324_EPI_ISL_425059	B.6
HCOV-19_BELGIUM_20200324_EPI_ISL_425062	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_420379	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_420380	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_420385	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_420400	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_420403	B.2
HCOV-19_BELGIUM_20200325_EPI_ISL_420414	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_420415	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_420422	B.2
HCOV-19_BELGIUM_20200325_EPI_ISL_420423	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_420428	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_420437	B.2
HCOV-19_BELGIUM_20200325_EPI_ISL_420438	B.2
HCOV-19_BELGIUM_20200325_EPI_ISL_425052	B.1
HCOV-19_BELGIUM_20200325_EPI_ISL_425056	B.11
HCOV-19_BELGIUM_20200326_EPI_ISL_434348	B.1
HCOV-19_BELGIUM_20200326_EPI_ISL_434372	B.1
HCOV-19_BELGIUM_20200327_EPI_ISL_434357	B.1
HCOV-19_BELGIUM_20200328_EPI_ISL_434351	B.1
HCOV-19_BELGIUM_20200328_EPI_ISL_434373	B.1
HCOV-19_BELGIUM_20200329_EPI_ISL_434360	B.1
HCOV-19_BELGIUM_20200330_EPI_ISL_421183	B.1
HCOV-19_BELGIUM_20200330_EPI_ISL_421185	B.1
HCOV-19_BELGIUM_20200330_EPI_ISL_421186	B.1
HCOV-19_BELGIUM_20200330_EPI_ISL_421194	B.1
HCOV-19_BELGIUM_20200330_EPI_ISL_421195	B.1
HCOV-19_BELGIUM_20200330_EPI_ISL_421196	B.1
HCOV-19_BELGIUM_20200330_EPI_ISL_421202	B.3
HCOV-19_BELGIUM_20200330_EPI_ISL_421203	B.1
HCOV-19_BELGIUM_20200330_EPI_ISL_421214	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421184	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421190	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421193	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421200	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421201	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421205	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421206	B.3
HCOV-19_BELGIUM_20200331_EPI_ISL_421207	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421210	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421212	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_421213	B.1
HCOV-19_BELGIUM_20200331_EPI_ISL_434368	B.1
HCOV-19_BELGIUM_20200402_EPI_ISL_434369	B.1
HCOV-19_BELGIUM_20200403_EPI_ISL_424629	B.1
HCOV-19_BELGIUM_20200403_EPI_ISL_424630	B.1
HCOV-19_BELGIUM_20200403_EPI_ISL_424633	B.1
HCOV-19_BELGIUM_20200403_EPI_ISL_424636	B.1
HCOV-19_BELGIUM_20200403_EPI_ISL_424640	B.1
HCOV-19_BELGIUM_20200404_EPI_ISL_424642	B.1
HCOV-19_BELGIUM_20200404_EPI_ISL_424643	B.3
HCOV-19_BELGIUM_20200404_EPI_ISL_424644	B.1
HCOV-19_BELGIUM_20200404_EPI_ISL_424645	B.1
HCOV-19_BELGIUM_20200404_EPI_ISL_424647	B.1
HCOV-19_BELGIUM_20200404_EPI_ISL_424650	B.1
HCOV-19_BELGIUM_20200405_EPI_ISL_424652	B.1
HCOV-19_BELGIUM_20200405_EPI_ISL_424653	B.1
HCOV-19_BELGIUM_20200405_EPI_ISL_424655	B.1
HCOV-19_BELGIUM_20200405_EPI_ISL_424657	B.3
HCOV-19_BELGIUM_20200405_EPI_ISL_424658	B.1
HCOV-19_BELGIUM_20200405_EPI_ISL_424660	B.1
HCOV-19_BELGIUM_20200405_EPI_ISL_424661	B.1
HCOV-19_BELGIUM_20200405_EPI_ISL_424664	B.1
HCOV-19_BELGIUM_20200406_EPI_ISL_427349	B.1
HCOV-19_BELGIUM_20200406_EPI_ISL_427352	B.1
HCOV-19_BELGIUM_20200406_EPI_ISL_427354	B.1
HCOV-19_BELGIUM_20200406_EPI_ISL_427358	B.1
HCOV-19_BELGIUM_20200407_EPI_ISL_427351	B.1
HCOV-19_BELGIUM_20200407_EPI_ISL_427364	B.1
HCOV-19_BELGIUM_20200407_EPI_ISL_427366	B.1
HCOV-19_BELGIUM_20200407_EPI_ISL_427370	B.1
HCOV-19_BELGIUM_20200407_EPI_ISL_427371	B.1
HCOV-19_BELGIUM_20200407_EPI_ISL_427388	B.1
HCOV-19_BELGIUM_20200408_EPI_ISL_427379	B.1
HCOV-19_BELGIUM_20200408_EPI_ISL_427385	B.1
HCOV-19_BRAZIL_20200228_EPI_ISL_413016	B.2
HCOV-19_BRAZIL_20200229_EPI_ISL_415128	B.2
HCOV-19_BRAZIL_20200304_EPI_ISL_414045	B.1
HCOV-19_BRAZIL_20200304_EPI_ISL_415105	B.1
HCOV-19_BRAZIL_20200304_EPI_ISL_416032	B.2
HCOV-19_BRAZIL_20200304_EPI_ISL_416034	B.1
HCOV-19_BRAZIL_20200305_EPI_ISL_427299	A.2
HCOV-19_BRAZIL_20200306_EPI_ISL_427293	B.1
HCOV-19_BRAZIL_20200310_EPI_ISL_427305	B.6
HCOV-19_BRAZIL_20200311_EPI_ISL_427300	B.1
HCOV-19_BRAZIL_20200313_EPI_ISL_429669	B.1
HCOV-19_BRAZIL_20200316_EPI_ISL_417034	A.2
HCOV-19_BRAZIL_20200316_EPI_ISL_429676	B.1
HCOV-19_BRAZIL_20200316_EPI_ISL_429681	B.1
HCOV-19_BRAZIL_20200317_EPI_ISL_429687	B.1
HCOV-19_BRAZIL_20200317_EPI_ISL_429688	B.1
HCOV-19_BRAZIL_20200318_EPI_ISL_427292	B.1
HCOV-19_BRAZIL_20200320_EPI_ISL_427302	B.1
HCOV-19_BRAZIL_20200320_EPI_ISL_429695	B.1
HCOV-19_BRAZIL_20200323_EPI_ISL_427296	B.1
HCOV-19_BRAZIL_20200326_EPI_ISL_427304	B.1
HCOV-19_BRUNEI_20200311_EPI_ISL_435674	B.6
HCOV-19_BRUNEI_20200311_EPI_ISL_435675	B.6
HCOV-19_BRUNEI_20200321_EPI_ISL_435677	B.6
HCOV-19_CAMBODIA_20200127_EPI_ISL_411902	B.11
HCOV-19_CANADA_20200123_EPI_ISL_413015	B.11
HCOV-19_CANADA_20200125_EPI_ISL_418327	B.11
HCOV-19_CANADA_20200220_EPI_ISL_418325	B.4
HCOV-19_CANADA_20200301_EPI_ISL_415581	B.4
HCOV-19_CANADA_20200303_EPI_ISL_418824	B.4
HCOV-19_CANADA_20200305_EPI_ISL_418330	A.1
HCOV-19_CANADA_20200305_EPI_ISL_418366	B.1
HCOV-19_CANADA_20200306_EPI_ISL_418818	A.1
HCOV-19_CANADA_20200307_EPI_ISL_418334	A.1
HCOV-19_CANADA_20200308_EPI_ISL_418322	B.4
HCOV-19_CANADA_20200308_EPI_ISL_418331	A.1
HCOV-19_CANADA_20200308_EPI_ISL_418348	B.1
HCOV-19_CANADA_20200309_EPI_ISL_418340	A.1
HCOV-19_CANADA_20200309_EPI_ISL_418353	B.1
HCOV-19_CANADA_20200309_EPI_ISL_418820	A.1
HCOV-19_CANADA_20200309_EPI_ISL_418830	A.1
HCOV-19_CANADA_20200310_EPI_ISL_418333	A.1
HCOV-19_CANADA_20200310_EPI_ISL_418369	B.1
HCOV-19_CANADA_20200310_EPI_ISL_418821	A.1
HCOV-19_CANADA_20200310_EPI_ISL_418822	A.1
HCOV-19_CANADA_20200310_EPI_ISL_418836	B.1
HCOV-19_CANADA_20200310_EPI_ISL_429807	B.6
HCOV-19_CANADA_20200311_EPI_ISL_418324	B.4
HCOV-19_CANADA_20200311_EPI_ISL_418332	A.1
HCOV-19_CANADA_20200311_EPI_ISL_418374	B.1
HCOV-19_CANADA_20200311_EPI_ISL_418831	B.1
HCOV-19_CANADA_20200311_EPI_ISL_418832	B.4
HCOV-19_CANADA_20200311_EPI_ISL_418834	B.1
HCOV-19_CANADA_20200311_EPI_ISL_418835	B.1
HCOV-19_CANADA_20200311_EPI_ISL_418841	A.1
HCOV-19_CANADA_20200311_EPI_ISL_418845	B.1
HCOV-19_CANADA_20200311_EPI_ISL_418854	A.1
HCOV-19_CANADA_20200312_EPI_ISL_418329	B.3
HCOV-19_CANADA_20200312_EPI_ISL_418338	A.1
HCOV-19_CANADA_20200312_EPI_ISL_418341	A.1
HCOV-19_CANADA_20200312_EPI_ISL_418356	B.1
HCOV-19_CANADA_20200312_EPI_ISL_418358	B.1
HCOV-19_CANADA_20200312_EPI_ISL_418368	B.1
HCOV-19_CANADA_20200312_EPI_ISL_418372	B.1
HCOV-19_CANADA_20200312_EPI_ISL_418847	A.1
HCOV-19_CANADA_20200313_EPI_ISL_418377	B.1
HCOV-19_CANADA_20200313_EPI_ISL_418379	B.11
HCOV-19_CANADA_20200313_EPI_ISL_418813	B.1
HCOV-19_CANADA_20200313_EPI_ISL_418814	B.1
HCOV-19_CANADA_20200313_EPI_ISL_418817	A.1
HCOV-19_CANADA_20200313_EPI_ISL_418856	B.1
HCOV-19_CANADA_20200313_EPI_ISL_418858	B.2
HCOV-19_CANADA_20200314_EPI_ISL_418373	B.1
HCOV-19_CANADA_20200315_EPI_ISL_429814	B.3
HCOV-19_CANADA_20200316_EPI_ISL_429822	B.1
HCOV-19_CANADA_20200318_EPI_ISL_429818	B.1
HCOV-19_CANADA_20200318_EPI_ISL_429819	A.1
HCOV-19_CANADA_20200320_EPI_ISL_418328	B.3
HCOV-19_CHILE_20200302_EPI_ISL_414577	A.5
HCOV-19_CHILE_20200303_EPI_ISL_414579	A.2
HCOV-19_CHILE_20200304_EPI_ISL_414578	A.5
HCOV-19_CHILE_20200305_EPI_ISL_414580	B.1
HCOV-19_CHINA_202001_EPI_ISL_413692	B.11
HCOV-19_CHINA_202001_EPI_ISL_413693	B.11
HCOV-19_CHINA_20200129_EPI_ISL_412967	B.11
HCOV-19_CHINA_202002_EPI_ISL_413697	A
HCOV-19_CHINA_202002_EPI_ISL_413711	A
HCOV-19_CHINA_202002_EPI_ISL_413749	A
HCOV-19_CHINA_202002_EPI_ISL_413751	A
HCOV-19_CHINA_202002_EPI_ISL_413753	B.11
HCOV-19_CHINA_202002_EPI_ISL_413791	A
HCOV-19_CHINA_202002_EPI_ISL_413809	A
HCOV-19_CHONGQING_20200121_EPI_ISL_408478	A
HCOV-19_COLOMBIA_20200311_EPI_ISL_417924	A.5
HCOV-19_COSTARICA_20200316_EPI_ISL_434533	B.1
HCOV-19_COSTARICA_20200316_EPI_ISL_434535	B.1
HCOV-19_COSTARICA_20200325_EPI_ISL_434539	B.1
HCOV-19_CZECHREPUBLIC_20200319_EPI_ISL_426358	B.1
HCOV-19_CZECHREPUBLIC_20200321_EPI_ISL_426356	B.1
HCOV-19_CZECHREPUBLIC_20200326_EPI_ISL_426890	B.1
HCOV-19_CZECHREPUBLIC_20200327_EPI_ISL_426883	B.1
HCOV-19_CZECHREPUBLIC_20200327_EPI_ISL_426884	B.1
HCOV-19_CZECHREPUBLIC_20200327_EPI_ISL_426885	B.1
HCOV-19_CZECHREPUBLIC_20200327_EPI_ISL_426894	B.1
HCOV-19_CZECHREPUBLIC_20200328_EPI_ISL_426886	B.1
HCOV-19_CZECHREPUBLIC_20200331_EPI_ISL_426887	B.1
HCOV-19_CZECHREPUBLIC_20200331_EPI_ISL_426888	B.1
HCOV-19_CZECHREPUBLIC_20200402_EPI_ISL_426889	B.1
HCOV-19_DENMARK_20200226_EPI_ISL_416142	B.1
HCOV-19_DENMARK_20200228_EPI_ISL_416143	B.1
HCOV-19_DENMARK_20200301_EPI_ISL_416144	B.1
HCOV-19_DENMARK_20200302_EPI_ISL_416153	B.1
HCOV-19_DENMARK_20200302_EPI_ISL_429335	B.4
HCOV-19_DENMARK_20200303_EPI_ISL_415648	B.1
HCOV-19_DENMARK_20200303_EPI_ISL_429447	B.1
HCOV-19_DENMARK_20200307_EPI_ISL_429339	B.1
HCOV-19_DENMARK_20200307_EPI_ISL_429340	B.1
HCOV-19_DENMARK_20200308_EPI_ISL_429342	B.1
HCOV-19_DENMARK_20200308_EPI_ISL_429344	B.1
HCOV-19_DENMARK_20200308_EPI_ISL_429348	B.1
HCOV-19_DENMARK_20200308_EPI_ISL_429349	B.1
HCOV-19_DENMARK_20200308_EPI_ISL_429350	B.1
HCOV-19_DENMARK_20200308_EPI_ISL_429356	B.1
HCOV-19_DENMARK_20200309_EPI_ISL_429358	B.1
HCOV-19_DENMARK_20200309_EPI_ISL_429361	B.1
HCOV-19_DENMARK_20200309_EPI_ISL_429370	B.1
HCOV-19_DENMARK_20200309_EPI_ISL_429375	B.1
HCOV-19_DENMARK_20200309_EPI_ISL_429383	B.1
HCOV-19_DENMARK_20200309_EPI_ISL_429387	B.1
HCOV-19_DENMARK_20200309_EPI_ISL_429399	B.1
HCOV-19_DENMARK_20200309_EPI_ISL_429495	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429262	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429265	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429267	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429269	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429271	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429272	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429274	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429277	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429278	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429404	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429409	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429410	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429424	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429426	B.3
HCOV-19_DENMARK_20200310_EPI_ISL_429434	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429440	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429448	B.3
HCOV-19_DENMARK_20200310_EPI_ISL_429449	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429452	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429502	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429503	B.1
HCOV-19_DENMARK_20200310_EPI_ISL_429511	B.1
HCOV-19_DENMARK_20200311_EPI_ISL_429285	B.1
HCOV-19_DENMARK_20200311_EPI_ISL_429517	B.1
HCOV-19_DENMARK_20200311_EPI_ISL_429518	B.1
HCOV-19_DENMARK_20200311_EPI_ISL_429520	B.1
HCOV-19_DENMARK_20200311_EPI_ISL_429521	B.1
HCOV-19_DENMARK_20200312_EPI_ISL_429289	B.1
HCOV-19_DENMARK_20200312_EPI_ISL_429525	B.1
HCOV-19_DENMARK_20200313_EPI_ISL_429293	B.1
HCOV-19_DENMARK_20200313_EPI_ISL_429295	B.11
HCOV-19_DENMARK_20200315_EPI_ISL_429327	B.1
HCOV-19_DENMARK_20200315_EPI_ISL_429328	B.11
HCOV-19_DENMARK_20200315_EPI_ISL_429331	B.1
HCOV-19_DENMARK_20200316_EPI_ISL_429301	B.1
HCOV-19_DENMARK_20200316_EPI_ISL_429321	B.1
HCOV-19_DENMARK_20200316_EPI_ISL_429324	B.1
HCOV-19_DENMARK_20200316_EPI_ISL_429325	B.1
HCOV-19_DENMARK_20200317_EPI_ISL_429310	B.1
HCOV-19_DENMARK_20200317_EPI_ISL_429311	B.1
HCOV-19_DENMARK_20200318_EPI_ISL_429312	B.1
HCOV-19_DENMARK_20200318_EPI_ISL_429315	B.1
HCOV-19_DENMARK_20200322_EPI_ISL_429479	B.1
HCOV-19_DENMARK_20200322_EPI_ISL_429480	B.1
HCOV-19_DENMARK_20200322_EPI_ISL_429482	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429461	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429463	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429471	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429478	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429490	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429492	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429493	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429508	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429512	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429566	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429573	B.1
HCOV-19_DENMARK_20200323_EPI_ISL_429583	B.3
HCOV-19_DENMARK_20200324_EPI_ISL_429469	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429484	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429486	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429489	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429524	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429526	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429527	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429528	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429529	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429565	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429569	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429570	B.1
HCOV-19_DENMARK_20200324_EPI_ISL_429581	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429533	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429534	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429535	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429536	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429538	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429539	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429542	B.11
HCOV-19_DENMARK_20200325_EPI_ISL_429544	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429545	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429551	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429554	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429558	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429559	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429560	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429575	B.1
HCOV-19_DENMARK_20200325_EPI_ISL_429577	B.1
HCOV-19_DENMARK_20200326_EPI_ISL_429571	B.1
HCOV-19_DENMARK_20200326_EPI_ISL_429579	B.1
HCOV-19_DENMARK_20200326_EPI_ISL_429584	B.3
HCOV-19_DENMARK_20200326_EPI_ISL_429585	B.1
HCOV-19_DENMARK_20200326_EPI_ISL_429586	B.1
HCOV-19_DENMARK_20200326_EPI_ISL_429587	B.1
HCOV-19_DENMARK_20200326_EPI_ISL_429588	B.1
HCOV-19_DENMARK_20200328_EPI_ISL_429589	B.1
HCOV-19_DENMARK_20200328_EPI_ISL_429590	B.1
HCOV-19_DRC_20200319_EPI_ISL_417947	B.1
HCOV-19_DRC_20200319_EPI_ISL_417948	B.1
HCOV-19_DRC_20200320_EPI_ISL_417950	B.2
HCOV-19_DRC_20200322_EPI_ISL_420032	B.1
HCOV-19_DRC_20200322_EPI_ISL_420033	B.1
HCOV-19_DRC_20200326_EPI_ISL_420847	B.1
HCOV-19_DRC_20200409_EPI_ISL_435032	B.1
HCOV-19_EGYPT_20200318_EPI_ISL_430819	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_425259	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_425261	B.2
HCOV-19_ENGLAND_2020_EPI_ISL_425280	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_425439	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_425440	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_433488	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_433687	B.2
HCOV-19_ENGLAND_2020_EPI_ISL_433716	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_433740	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_433747	B.2
HCOV-19_ENGLAND_2020_EPI_ISL_433766	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_433838	B.1
HCOV-19_ENGLAND_2020_EPI_ISL_433972	B.2
HCOV-19_ENGLAND_2020_EPI_ISL_433973	B.2
HCOV-19_ENGLAND_2020_EPI_ISL_434007	B.1
HCOV-19_ENGLAND_20200129_EPI_ISL_407071	A
HCOV-19_ENGLAND_20200129_EPI_ISL_407073	A
HCOV-19_ENGLAND_20200225_EPI_ISL_414009	B.2
HCOV-19_ENGLAND_20200226_EPI_ISL_414011	B.2
HCOV-19_ENGLAND_20200227_EPI_ISL_414008	B.4
HCOV-19_ENGLAND_20200227_EPI_ISL_414012	B.1
HCOV-19_ENGLAND_20200228_EPI_ISL_414007	B.2
HCOV-19_ENGLAND_20200228_EPI_ISL_414522	B.4
HCOV-19_ENGLAND_20200301_EPI_ISL_417236	B.1
HCOV-19_ENGLAND_20200302_EPI_ISL_417233	B.1
HCOV-19_ENGLAND_20200302_EPI_ISL_417234	B.1
HCOV-19_ENGLAND_20200303_EPI_ISL_417231	B.1
HCOV-19_ENGLAND_20200303_EPI_ISL_417240	B.1
HCOV-19_ENGLAND_20200303_EPI_ISL_417246	B.2
HCOV-19_ENGLAND_20200303_EPI_ISL_417256	B.1
HCOV-19_ENGLAND_20200304_EPI_ISL_414500	B.11
HCOV-19_ENGLAND_20200304_EPI_ISL_417232	B.1
HCOV-19_ENGLAND_20200304_EPI_ISL_417255	B.1
HCOV-19_ENGLAND_20200304_EPI_ISL_417264	B.11
HCOV-19_ENGLAND_20200305_EPI_ISL_417268	B.2
HCOV-19_ENGLAND_20200305_EPI_ISL_417286	B.23
HCOV-19_ENGLAND_20200306_EPI_ISL_417258	B.1
HCOV-19_ENGLAND_20200306_EPI_ISL_417285	B.11
HCOV-19_ENGLAND_20200307_EPI_ISL_417276	B.11
HCOV-19_ENGLAND_20200307_EPI_ISL_417279	B.1
HCOV-19_ENGLAND_20200307_EPI_ISL_417280	B.2
HCOV-19_ENGLAND_20200308_EPI_ISL_417265	B.1
HCOV-19_ENGLAND_20200308_EPI_ISL_417291	B.2
HCOV-19_ENGLAND_20200308_EPI_ISL_417299	B.1
HCOV-19_ENGLAND_20200308_EPI_ISL_417312	B.11
HCOV-19_ENGLAND_20200308_EPI_ISL_417313	B.11
HCOV-19_ENGLAND_20200309_EPI_ISL_416739	B.23
HCOV-19_ENGLAND_20200309_EPI_ISL_424054	B.1
HCOV-19_ENGLAND_20200310_EPI_ISL_418676	B.2
HCOV-19_ENGLAND_20200311_EPI_ISL_418669	B.2
HCOV-19_ENGLAND_20200311_EPI_ISL_418670	B.11
HCOV-19_ENGLAND_20200312_EPI_ISL_420292	B.2
HCOV-19_ENGLAND_20200313_EPI_ISL_418671	B.1
HCOV-19_ENGLAND_20200313_EPI_ISL_425471	B.23
HCOV-19_ENGLAND_20200314_EPI_ISL_425473	B.2
HCOV-19_ENGLAND_20200314_EPI_ISL_425475	B.2
HCOV-19_ENGLAND_20200315_EPI_ISL_418672	B.2
HCOV-19_ENGLAND_20200315_EPI_ISL_418677	B.2
HCOV-19_ENGLAND_20200315_EPI_ISL_420177	B.2
HCOV-19_ENGLAND_20200315_EPI_ISL_425501	B.2
HCOV-19_ENGLAND_20200316_EPI_ISL_418678	B.2
HCOV-19_ENGLAND_20200316_EPI_ISL_418711	B.2
HCOV-19_ENGLAND_20200316_EPI_ISL_418723	B.1
HCOV-19_ENGLAND_20200316_EPI_ISL_425480	B.15
HCOV-19_ENGLAND_20200316_EPI_ISL_425481	B.2
HCOV-19_ENGLAND_20200316_EPI_ISL_425482	B.11
HCOV-19_ENGLAND_20200316_EPI_ISL_425483	B.1
HCOV-19_ENGLAND_20200317_EPI_ISL_418295	B.2
HCOV-19_ENGLAND_20200317_EPI_ISL_418691	B.3
HCOV-19_ENGLAND_20200317_EPI_ISL_418704	B.1
HCOV-19_ENGLAND_20200317_EPI_ISL_418707	B.2
HCOV-19_ENGLAND_20200317_EPI_ISL_423857	B.1
HCOV-19_ENGLAND_20200317_EPI_ISL_425359	B.1
